STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;URBANIZATION;Urbanisation;DISABILITY;Invalidité;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2013;;1907;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2013;;37.57;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2013;;21.39;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2015;;15.04;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;2219;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;2648;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2015;;5150;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2019;;5145;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2015;;2386;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2019;;3213;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2015;;5018;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2019;;5711;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2015;;48.39;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2019;;55.21;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2015;;393;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2016;;33;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2018;;46;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2016;;27.41;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2018;;30.05;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2021;;21.65;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PD;Personnes handicapées;2016;;20;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2016;;21.29;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2018;;24.91;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2021;;12.56;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2017;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2017;;45.54;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2019;;77;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;59.09;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;118;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2019;;10457;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2019;;82.4;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2019;;43.19;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2011;;3634;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2019;;2656;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2011;;53.68;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;47.58;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2012;;4365;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2013;;9.75;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2015;;15.58;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2015;;161;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2015;;2906;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2019;;2487;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2015;;58;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;110;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2015;;47.73;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2019;;31.2;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2015;;45.04;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2019;;45.01;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2015;;15.06;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;57.62;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2017;;51.74;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2016;;42;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2018;;62;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2016;;4309;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2018;;4199;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2021;;3234;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2016;;1039;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2018;;1372;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2021;;602;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2016;;31.39;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2018;;74.23;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2021;;41.52;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2017;;119;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;3200;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;10333;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2019;;2247;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2019;;2128;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2019;;83.8;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2011;;1686;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2019;;1190;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2011;;412;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2012;;335;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2012;;25.71;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2015;;14.55;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2015;;42;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2019;;113;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2015;;100;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2019;;183;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2015;;58;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2019;;69;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2015;;49.95;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2017;;43.48;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2016;;33.31;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2018;;32.47;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2021;;25.9;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2016;;31.86;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2018;;31.14;;PERCENT;pourcents;;;;;;;;;;
